NCM;Categoria;Descricao;InicioVigencia;FimVigencia;UTrib;DescricaoUTrib;Observacao
30049072;PRODUTOS FARMACÊUTICOS;"30049072 - MED.C/SULFADIAZINA; SULFAMETOXAZOL;EM DOSES";01/01/2016;;KG;QUILOGRAMA;
30049073;PRODUTOS FARMACÊUTICOS;"30049073 - MED.C/CLOXAZOLAN;KETAZOLAM;ETC.EM DOSES,RET.";01/01/2016;;KG;QUILOGRAMA;
30049074;PRODUTOS FARMACÊUTICOS;"30049074 - MED.C/FTALILSULFATIAZOL;INOSINA; EM DOSES";01/01/2016;;KG;QUILOGRAMA;
30049075;PRODUTOS FARMACÊUTICOS;"30049075 - MED.C/ENANTATO D/FLUFENAZINA;ETC.DOSES,RET.";01/01/2016;;KG;QUILOGRAMA;
30049076;PRODUTOS FARMACÊUTICOS;"30049076 - MED.C/CLORTALIDONA;FUROSEMIDA;EM DOSES/RET.";01/01/2016;;KG;QUILOGRAMA;
30049077;PRODUTOS FARMACÊUTICOS;"30049077 - MED.C/CLOR.D/TIZANIDINA,CETOCONAZOL;ETC.DOSE";01/01/2016;;KG;QUILOGRAMA;
30049078;PRODUTOS FARMACÊUTICOS;"30049078 - AMPRENAVIR;APREPITANTO;DELAVIRDINA OU SEU MESILATO;...";01/01/2016;;KG;QUILOGRAMA;
30049079;PRODUTOS FARMACÊUTICOS;30049079 - OUTROS;01/01/2016;;KG;QUILOGRAMA;
30049091;PRODUTOS FARMACÊUTICOS;30049091 - MED.C/EXTRATO DE PÓLEN, EM DOSES, RETALHOS;01/01/2016;;KG;QUILOGRAMA;
30049092;PRODUTOS FARMACÊUTICOS;"30049092 - MED.C/CRISAROBINA;DISOFENOL;EM DOSES/RET.";01/01/2016;;KG;QUILOGRAMA;
30049093;PRODUTOS FARMACÊUTICOS;30049093 - MED.C/DICLOFENACO RESINATO, EM DOSES/RET.;01/01/2016;;KG;QUILOGRAMA;
30049094;PRODUTOS FARMACÊUTICOS;30049094 - MED.C/SILIMARINA, EM DOSES, EM RETALHOS;01/01/2016;;KG;QUILOGRAMA;
30049095;PRODUTOS FARMACÊUTICOS;"30049095 - MED.C/BUSSULFANO;DEXORMAPLATINA;ETC,EM DOSES";01/01/2016;;KG;QUILOGRAMA;
30049096;PRODUTOS FARMACÊUTICOS;30049096 - COMPLEXO DE FERRO DEXTRANA;01/01/2016;;KG;QUILOGRAMA;
30049099;PRODUTOS FARMACÊUTICOS;30049099 - OUTS.MED.C/PRODS.P/FINS TERAP.,EM DOSES/RET.;01/01/2016;;KG;QUILOGRAMA;
30051010;PRODUTOS FARMACÊUTICOS;30051010 - PENSOS ADESIV IMPREG.,RECOB.D/SUBST.FARM.;01/01/2016;;KG;QUILOGRAMA;
30051020;PRODUTOS FARMACÊUTICOS;30051020 - PENSOS ADESIV.CIRÚRG,D/OBS.DIRETA D/FERIDAS;01/01/2016;;KG;QUILOGRAMA;
30051030;PRODUTOS FARMACÊUTICOS;30051030 - PENSOS ADESIV.IMPERMS.APLICS.NAS MUCOSAS;01/01/2016;;KG;QUILOGRAMA;
30051040;PRODUTOS FARMACÊUTICOS;30051040 - PENSOS ADESIVOS C/ OBTURADOR P/COLOSTOMIA;01/01/2016;;KG;QUILOGRAMA;
30051050;PRODUTOS FARMACÊUTICOS;30051050 - PENSOS COM FECHO DE CORRER P/FERIMENTOS;01/01/2016;;KG;QUILOGRAMA;
30051090;PRODUTOS FARMACÊUTICOS;30051090 - OUTS.PENSOS E ARTIGOS C/UMA CAMADA ADESIVA;01/01/2016;;KG;QUILOGRAMA;
30059011;PRODUTOS FARMACÊUTICOS;30059011 - PENSOS REABSORVÍVEIS D/ÁCIDO POLIGLICÓLICO;01/01/2016;;KG;QUILOGRAMA;
30059012;PRODUTOS FARMACÊUTICOS;30059012 - PENSOS REABS.D/COPOLÍMEROS ÁC.GLIC./LÁCTICO;01/01/2016;;KG;QUILOGRAMA;
30059019;PRODUTOS FARMACÊUTICOS;30059019 - OUTROS PENSOS REABSORVÍVEIS;01/01/2016;;KG;QUILOGRAMA;
30059020;PRODUTOS FARMACÊUTICOS;30059020 - CAMPOS CIRÚRGICOS, DE FALSO TECIDO;01/01/2016;;KG;QUILOGRAMA;
30059090;PRODUTOS FARMACÊUTICOS;30059090 - OUTS.PASTAS,GAZES ATAD.P/MED.VET.DENT.OUTS.;01/01/2016;;KG;QUILOGRAMA;
30061010;PRODUTOS FARMACÊUTICOS;30061010 - MATERIAIS P/SUTURAS CIRÚRGS.,D/POLIDIEXANONA;01/01/2016;;KG;QUILOGRAMA;
30061020;PRODUTOS FARMACÊUTICOS;30061020 - MATERIAIS P/SUTURAS CIRÚRGICAS, D/AÇO INOXIDÁVEL;01/01/2016;;KG;QUILOGRAMA;
30061090;PRODUTOS FARMACÊUTICOS;30061090 - OUTS.CATEGUTES ESTERILS.,P/SUTURAS CIRÚRGICAS;01/01/2016;;KG;QUILOGRAMA;
30062000;PRODUTOS FARMACÊUTICOS;30062000 - REAGENTES DEST. A DET. D/GRUPOS SANGÜÍNEOS;01/01/2016;;KG;QUILOGRAMA;
30063011;PRODUTOS FARMACÊUTICOS;30063011 - PREP.OPACIF.P/EXAME RAD. À BASE DE IOEXOL;01/01/2016;;KG;QUILOGRAMA;
30063012;PRODUTOS FARMACÊUTICOS;30063012 - PREP.OPACIF.P/EXAME RAD.C/DIMEGLUMINA OU C/MEGLUMINA;01/01/2016;;KG;QUILOGRAMA;
30063013;PRODUTOS FARMACÊUTICOS;30063013 - PREP.OPACIF.P/EXAME RAD. À BASE D/IOPAMIDOL;01/01/2016;;KG;QUILOGRAMA;
30063015;PRODUTOS FARMACÊUTICOS;30063015 - PREP.OPACIF.P/EXAME RAD.C/DIÓXIDO D/ZIRCÔNIO;01/01/2016;;KG;QUILOGRAMA;
30063016;PRODUTOS FARMACÊUTICOS;30063016 - PREP.OPACIF.P/EXAME R. C/DIATRIZOATO D/SÓDIO;01/01/2016;;KG;QUILOGRAMA;
30063017;PRODUTOS FARMACÊUTICOS;30063017 - PREP.OPACIF.P/EXAME RAD. À BASE DE IOVERSOL;01/01/2016;;KG;QUILOGRAMA;
30063018;PRODUTOS FARMACÊUTICOS;30063018 - PREP.OPACIF.P/EX.RAD.BASE D/IOTALAM. D/SÓDIO;01/01/2016;;KG;QUILOGRAMA;
30063019;PRODUTOS FARMACÊUTICOS;30063019 - OUTS.PREPARAÇÕES OPACIF.P/EX.RADIOGRÁFICOS;01/01/2016;;KG;QUILOGRAMA;
30063021;PRODUTOS FARMACÊUTICOS;30063021 - REAGENTE D/DIAG.D/SOMATOLIBERINA,P/PACIENTE;01/01/2016;;KG;QUILOGRAMA;
30063029;PRODUTOS FARMACÊUTICOS;30063029 - OUTS.REAGENTES D/DIAGNÓSTICO P/PACIENTES;01/01/2016;;KG;QUILOGRAMA;
30064011;PRODUTOS FARMACÊUTICOS;30064011 - CIMENTOS PARA OBTURAÇÃO DENTÁRIA;01/01/2016;;KG;QUILOGRAMA;
30064012;PRODUTOS FARMACÊUTICOS;30064012 - OUTROS PRODUTOS PARA OBTURAÇÃO DENTÁRIA;01/01/2016;;KG;QUILOGRAMA;
30064020;PRODUTOS FARMACÊUTICOS;30064020 - CIMENTOS PARA RECONSTITUIÇÃO ÓSSEA;01/01/2016;;KG;QUILOGRAMA;
30065000;PRODUTOS FARMACÊUTICOS;30065000 - ESTOJOS E CX.D/PRIMEIROS-SOCORROS,GUARNEC.;01/01/2016;;KG;QUILOGRAMA;
30066000;PRODUTOS FARMACÊUTICOS;30066000 - PREP.QUÍM.CONTRACEP.BASE D/HORM/ESPERMIC.;01/01/2016;;KG;QUILOGRAMA;
30067000;PRODUTOS FARMACÊUTICOS;30067000 - PREP.NA FORMA D/GEL,P/MED.HUM./VET.C/LUBRIF.;01/01/2016;;KG;QUILOGRAMA;
30069110;PRODUTOS FARMACÊUTICOS;30069110 - BOLSAS P/USO EM COLOST.,ILEOSTOMIA/UROSTOMIA;01/01/2016;;KG;QUILOGRAMA;
30069190;PRODUTOS FARMACÊUTICOS;30069190 - OUTROS EQUIPS. IDENTIFICS. P/USO EM OSTOMIA;01/01/2016;;KG;QUILOGRAMA;
30069200;PRODUTOS FARMACÊUTICOS;30069200 - DESPERDÍCIOS FARMACÊUTICOS;01/01/2016;;KG;QUILOGRAMA;
31010000;ADUBOS (FERTILIZANTES);31010000 - ADUBOS,FERT.ORIGEM ANIMAL,VEGETAL,MISTURAS;01/01/2016;;KG;QUILOGRAMA;
31021010;ADUBOS (FERTILIZANTES);31021010 - URÉIA C/TEOR DE NITROGÊNIO SUPERIOR A 45%;01/01/2016;;KG;QUILOGRAMA;
31021090;ADUBOS (FERTILIZANTES);31021090 - URÉIA C/TEOR DE NITROGÊNIO Ñ SUPERIOR A 45%;01/01/2016;;KG;QUILOGRAMA;
31022100;ADUBOS (FERTILIZANTES);31022100 - SULFATO DE AMÔNIO;01/01/2016;;KG;QUILOGRAMA;
31022910;ADUBOS (FERTILIZANTES);31022910 - SULFONITRATO DE AMÔNIO;01/01/2016;;KG;QUILOGRAMA;
31022990;ADUBOS (FERTILIZANTES);31022990 - OUTS.SAIS DUPLOS,MIST.DE SULF/NITR.DE AMÔNIO;01/01/2016;;KG;QUILOGRAMA;
31023000;ADUBOS (FERTILIZANTES);31023000 - NITRATO DE AMÔNIO, MESMO SOLUÇÃO AQUOSA;01/01/2016;;KG;QUILOGRAMA;
31024000;ADUBOS (FERTILIZANTES);31024000 - MIST.D/NITRATO D/AMÔNIO C/CARBONATO D/CÁLCIO;01/01/2016;;KG;QUILOGRAMA;
31025011;ADUBOS (FERTILIZANTES);31025011 - NITRATO D/SÓDIO NAT.TEOR NITROG.Ñ SUP.16,3%;01/01/2016;;KG;QUILOGRAMA;
31025019;ADUBOS (FERTILIZANTES);31025019 - OUTROS NITRATOS DE SÓDIO NATURAL;01/01/2016;;KG;QUILOGRAMA;
31025090;ADUBOS (FERTILIZANTES);31025090 - OUTROS NITRATOS DE SÓDIO;01/01/2016;;KG;QUILOGRAMA;
31026000;ADUBOS (FERTILIZANTES);31026000 - SAIS DUPLOS E MISTURAS D/NITR.D/CÁLCIO/AMÔNIO;01/01/2016;;KG;QUILOGRAMA;
31028000;ADUBOS (FERTILIZANTES);31028000 - MIST.D/URÉIA C/NIT.D/AMÔNIO SOLUÇÕES AQUOSAS;01/01/2016;;KG;QUILOGRAMA;
31029000;ADUBOS (FERTILIZANTES);31029000 - OUTS.FERTILIZ.MINERAIS OU QUÍM.,NITROGENADOS;01/01/2016;;KG;QUILOGRAMA;
31031010;ADUBOS (FERTILIZANTES);31031010 - SUPERFOSFATOS C/TEOR D/P205 NÃO SUP. A 22%;01/01/2016;31/03/2017;KG;QUILOGRAMA;
31031020;ADUBOS (FERTILIZANTES);31031020 - SUPERFOSFATOS C/TEOR P2O5 SUP.A 22%,Ñ A 45%;01/01/2016;31/03/2017;KG;QUILOGRAMA;
31031030;ADUBOS (FERTILIZANTES);31031030 - SUPERFOSFATOS C/TEOR D/P205 SUPERIOR A 45%;01/01/2016;31/03/2017;KG;QUILOGRAMA;
31031100;ADUBOS (FERTILIZANTES);Novo NCM;01/01/2017;;KG;QUILOGRAMA;
31031900;ADUBOS (FERTILIZANTES);Novo NCM;01/01/2017;;KG;QUILOGRAMA;
31039011;ADUBOS (FERTILIZANTES);31039011 - HIDROG.-ORTOFOS.D/CÁLCIO,TEOR P2O5 Ñ SUP.46%;01/01/2016;;KG;QUILOGRAMA;
31039019;ADUBOS (FERTILIZANTES);31039019 - OUTS.HIDROGENO-ORTOFOSFATO D/CÁLCIO;01/01/2016;;KG;QUILOGRAMA;
31039090;ADUBOS (FERTILIZANTES);31039090 - OUTS.ADUBOS/FERT.MINER./QUÍMIC,FOSFATADOS;01/01/2016;;KG;QUILOGRAMA;
31042010;ADUBOS (FERTILIZANTES);31042010 - CLORETO D/POTÁSSIO C/TEOR K20 Ñ SUP. A 6O%;01/01/2016;;KG;QUILOGRAMA;
31042090;ADUBOS (FERTILIZANTES);31042090 - OUTS.CLORETOS DE POTÁSSIO;01/01/2016;;KG;QUILOGRAMA;
31043010;ADUBOS (FERTILIZANTES);31043010 - SULFATO D/POTÁSSIO C/TEOR K20 NÃO SUP. A 52%;01/01/2016;;KG;QUILOGRAMA;
31043090;ADUBOS (FERTILIZANTES);31043090 - OUTS. SULFATOS DE POTÁSSIO;01/01/2016;;KG;QUILOGRAMA;
31049010;ADUBOS (FERTILIZANTES);31049010 - SULF.DUPLO DE POTÁS./MAG.C/TEOR K20 S. A 30%;01/01/2016;;KG;QUILOGRAMA;
31049090;ADUBOS (FERTILIZANTES);31049090 - OUTS.ADUBOS OU FERT.MIN.OU QUÍM, POTÁSSICOS;01/01/2016;;KG;QUILOGRAMA;
31051000;ADUBOS (FERTILIZANTES);31051000 - ADUBOS,FERT.EM TAB.D/PESO BRUTO Ñ SUP.10KG;01/01/2016;;KG;QUILOGRAMA;
31052000;ADUBOS (FERTILIZANTES);31052000 - ADUBOS,FERT.C/NITROGÊNIO/FOSFÓRO/POTÁSSIO;01/01/2016;;KG;QUILOGRAMA;
31053010;ADUBOS (FERTILIZANTES);31053010 - HIDR.-ORTOF.D/DIAMÔNIO C/TEOR ARSÊNIO >=6MG/K;01/01/2016;;KG;QUILOGRAMA;
31053090;ADUBOS (FERTILIZANTES);31053090 - OUTROS HIDROGENOS-ORTOFOSFATOS DE DIAMÔNIO;01/01/2016;;KG;QUILOGRAMA;
31054000;ADUBOS (FERTILIZANTES);31054000 - DIIDROGENO-ORTOF.D/AMÔNIO,MESMO MISTURADO;01/01/2016;;KG;QUILOGRAMA;
31055100;ADUBOS (FERTILIZANTES);31055100 - ADUBOS/FERTIL.CONTENDO NITRATOS/FOSFATOS;01/01/2016;;KG;QUILOGRAMA;
31055900;ADUBOS (FERTILIZANTES);31055900 - OUTS.ADUBOS/FERT.COM NITROGÊNIO E FÓSFORO;01/01/2016;;KG;QUILOGRAMA;
31056000;ADUBOS (FERTILIZANTES);31056000 - ADUBOS/FERT.MIN.QUÍM.C/FÓSFORO E POTÁSSIO;01/01/2016;;KG;QUILOGRAMA;
31059011;ADUBOS (FERTILIZANTES);31059011 - NITR.SÓDIO POTÁS.C/TEOR NIT.Ñ S.15%,K20 Ñ S.15%;01/01/2016;;KG;QUILOGRAMA;
31059019;ADUBOS (FERTILIZANTES);31059019 - OUTROS NITRATOS D/SÓDIO POTÁSSICO;01/01/2016;;KG;QUILOGRAMA;
31059090;ADUBOS (FERTILIZANTES);31059090 - OUTS.ADUBOS FERT.MIN.TABL.SEM.PESO Ñ>10KG;01/01/2016;;KG;QUILOGRAMA;
32011000;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32011000 - EXTRATO TANANTE DE QUEBRACHO;01/01/2016;;KG;QUILOGRAMA;
32012000;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32012000 - EXTRATO TANANTE DE MIMOSA;01/01/2016;;KG;QUILOGRAMA;
32019011;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32019011 - EXTRATO TANANTE DE GAMBIR;01/01/2016;;KG;QUILOGRAMA;
32019012;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32019012 - EXTRAT.TANANTE DE CARVALHO/CASTANHEIRO;01/01/2016;;KG;QUILOGRAMA;
32019019;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32019019 - OUTS EXTRATOS TANANTES DE ORIGEM VEGETAL;01/01/2016;;KG;QUILOGRAMA;
32019020;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32019020 - TANINOS;01/01/2016;;KG;QUILOGRAMA;
32019090;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32019090 - SAIS,ÉTERES,ÉSTERES,OUTS.DERIV. DOS TANINOS;01/01/2016;;KG;QUILOGRAMA;
32021000;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32021000 - PRODUTOS TANANTES ORGÂNICOS SINTÉTICOS;01/01/2016;;KG;QUILOGRAMA;
32029011;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32029011 - PROD.TAN.INORG. À BASE DE SAIS DE CROMO;01/01/2016;;KG;QUILOGRAMA;
32029012;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32029012 - PROD.TAN.INORG. À BASE DE SAIS DE TITÂNIO;01/01/2016;;KG;QUILOGRAMA;
32029013;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32029013 - PROD.TAN.INORG. À BASE DE SAIS DE ZIRCÔNIO;01/01/2016;;KG;QUILOGRAMA;
32029019;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32029019 - OUTS. PROD. TANANTES INORGÂNICOS;01/01/2016;;KG;QUILOGRAMA;
32029021;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32029021 - PREP.TANANTES À BASE DE COMPOSTOS D/CROMO;01/01/2016;;KG;QUILOGRAMA;
32029029;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32029029 - OUTRAS PREPARAÇÕES TANANTES;01/01/2016;;KG;QUILOGRAMA;
32029030;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32029030 - PREPARAÇÕES ENZIMÁTICAS P/A PRÉ-CURTIMENTA;01/01/2016;;KG;QUILOGRAMA;
32030011;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32030011 - HEMATEÍNA;01/01/2016;;KG;QUILOGRAMA;
32030012;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32030012 - FISETINA (MATÉRIA CORANTE);01/01/2016;;KG;QUILOGRAMA;
32030013;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32030013 - MORINA (MATÉRIA CORANTE);01/01/2016;;KG;QUILOGRAMA;
32030019;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32030019 - OUTS.MATÉRIAS CORANTES D/ORIGEM VEGETAL;01/01/2016;;KG;QUILOGRAMA;
32030021;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32030021 - CARMIM DE COCHONILHA (MATÉRIA CORANTE);01/01/2016;;KG;QUILOGRAMA;
32030029;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32030029 - OUTS.MATÉRIAS CORANTES D/ORIGEM ANIMAL;01/01/2016;;KG;QUILOGRAMA;
32030030;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32030030 - PREP.À BASE MATÉRIAS CORANTES.VEG/ANIMAL;01/01/2016;;KG;QUILOGRAMA;
32041100;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041100 - CORANTES DISPERSOS E SUAS PREPARAÇÕES;01/01/2016;;KG;QUILOGRAMA;
32041210;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041210 - CORANTES ÁCIDOS,MMO METAL.,E PREPARAÇÕES;01/01/2016;;KG;QUILOGRAMA;
32041220;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041220 - CORANTES MORDENTES E SUAS PREPARAÇÕES;01/01/2016;;KG;QUILOGRAMA;
32041300;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041300 - CORANTES BÁSICOS E SUAS PREPARAÇÕES;01/01/2016;;KG;QUILOGRAMA;
32041400;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041400 - CORANTES DIRETOS E SUAS PREPARAÇÕES;01/01/2016;;KG;QUILOGRAMA;
32041510;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041510 - CORANTE ÍNDIGO BLUE,SEG. COLOUR INDEX 73.000;01/01/2016;;KG;QUILOGRAMA;
32041520;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041520 - CORANTE DIBENZANTRONA;01/01/2016;;KG;QUILOGRAMA;
32041530;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041530 - CORANTE 12,12-DIMETOXIDIBENZANTRONA;01/01/2016;;KG;QUILOGRAMA;
32041590;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041590 - OUTS.CORANTES À CUBA, E PREPARAÇÕES;01/01/2016;;KG;QUILOGRAMA;
32041600;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041600 - CORANTES REAGENTES E PREPARAÇÕES À BASE;01/01/2016;;KG;QUILOGRAMA;
32041700;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041700 - PIGMENTOS E PREP.À BASE DESSES PIGMENTOS;01/01/2016;;KG;QUILOGRAMA;
32041911;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041911 - CAROTENÓIDES;01/01/2016;;KG;QUILOGRAMA;
32041912;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041912 - PREP.C/BETA-CAROT.,ETC.P/COLORIR ALIMENTOS;01/01/2016;;KG;QUILOGRAMA;
32041913;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041913 - OUTS.PREPARAÇÕES PARA COLORIR ALIMENTOS;01/01/2016;;KG;QUILOGRAMA;
32041919;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041919 - OUTRAS PREPARAÇÕES À BASE DE CARATENÓIDES;01/01/2016;;KG;QUILOGRAMA;
32041920;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041920 - CORANTES SOLÚVEIS EM SOLVENTES;01/01/2016;;KG;QUILOGRAMA;
32041930;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041930 - CORANTES AZÓICOS;01/01/2016;;KG;QUILOGRAMA;
32041990;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32041990 - OUTS.MATS.CORANTES ORGS.SINTS.SUAS PREPS.;01/01/2016;;KG;QUILOGRAMA;
